Name DE;Name;Cardtype;Type;Tera;HP;Evolves from DE;Evolves from;Ability DE;Ability;Ability text DE;Ability text;Attack 1 cost;Attack 1 name DE;Attack 1 name;Attack 1 damage;Effect Attack 1 DE;Effect Attack 1;Attack 2 cost;Attack 2 name DE;Attack 2 name;Attack 2 damage;Effect Attack 2 DE;Effect Attack 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL DE;URL
Hypnomorba;Gothorita;Stage 1;Psychic;;90;Mollimorba;Gothita;;;;;C;Gedankenverbiegung ;Mind Bend ;20;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;PC;Super-Psischlag ;Super Psy Bolt ;40;;;Darkness;Fighting;1;PAL;91;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_091_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_091_R_EN_LG.png
Colossand;Palossand;Stage 1;Psychic;;150;Sankabuh;Sandygast;;;;;PC;Spukschuss ;Spooky Shot ;40;;;PCC;Erdenkraft ;Earthen Power ;80+;Wenn du eine Stadionkarte im Spiel hast, fügt diese Attacke 80 Schadenspunkte mehr zu.;If you have a Stadium in play, this attack does 80 more damage.;Darkness;Fighting;4;PAL;96;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_096_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_096_R_EN_LG.png
Azugladis;Ceruledge;Stage 1;Psychic;;140;Knarbon;Charcadet;;;;;CC;Lebenssauger ;Life Sucker ;50;Heile 30 Schadenspunkte bei diesem Pokémon.;Heal 30 damage from this Pokémon.;PCC;Kampfschwert ;Fighting Sword ;100+;Wenn das Aktive Pokémon deines Gegners ein Pokémon-ex oder Pokémon-V ist, fügt diese Attacke 100 Schadenspunkte mehr zu.;If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 100 more damage.;Darkness;Fighting;2;PAL;98;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_098_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_098_R_EN_LG.png
Skarabaks;Rabsca;Stage 1;Psychic;;70;Relluk;Rellor;;;;;C;Vitalsegen;Revival Blessing;;Lege 1 Pokémon aus deinem Ablagestapel auf deine Bank.;Put a Pokémon from your discard pile onto your Bench.;PP;Psystrahl ;Psybeam ;50;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;Darkness;Fighting;1;PAL;99;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_099_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_099_R_EN_LG.png
Tafforgita;Tinkatuff;Stage 1;Psychic;;80;Forgita;Tinkatink;;;;;C;Leichter Hieb ;Light Punch ;30;;;PC;Unbegrenzte Kraft ;Boundless Power ;80;Während deines nächsten Zuges kann dieses Pokémon nicht angreifen.;During your next turn, this Pokémon can't attack.;Metal;;2;PAL;103;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_103_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_103_R_EN_LG.png
Tafforgita;Tinkatuff;Stage 1;Psychic;;90;Forgita;Tinkatink;;;;;CC;Knuddler ;Play Rough ;30+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 30 Schadenspunkte mehr zu.;Flip a coin. If heads, this attack does 30 more damage.;PCC;Pulverisierende Presse ;Pulverizing Press ;60;Der Schaden dieser Attacke wird durch Effekte auf dem Aktiven Pokémon deines Gegners nicht verändert.;This attack's damage isn’t affected by any effects on your opponent’s Active Pokémon.;Metal;;2;PAL;104;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_104_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_104_R_EN_LG.png
Traunmagil;Mismagius;Stage 1;Psychic;;90;Traunfugil;Misdreavus;Magischer Schnipser;Magical Flick;Wenn du dieses Pokémon aus deiner Hand spielst, um 1 deiner Pokémon während deines Zuges zu entwickeln, kannst du 1 Energie vom Aktiven Pokémon deines Gegners auf 1 Pokémon auf seiner Bank verschieben.;When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may move an Energy from your opponent's Active Pokémon to 1 of their Benched Pokémon.;PC;Psychosphäre ;Psychic Sphere ;60;;;;;;;;;Darkness;Fighting;1;PAL;212;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_212_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_212_R_EN_LG.png
Hypnomorba;Gothorita;Stage 1;Psychic;;90;Mollimorba;Gothita;;;;;C;Gedankenverbiegung ;Mind Bend ;20;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;PC;Super-Psischlag ;Super Psy Bolt ;40;;;Darkness;Fighting;1;PAL;213;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_213_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_213_R_EN_LG.png
Skarabaks;Rabsca;Stage 1;Psychic;;70;Relluk;Rellor;;;;;C;Vitalsegen;Revival Blessing;;Lege 1 Pokémon aus deinem Ablagestapel auf deine Bank.;Put a Pokémon from your discard pile onto your Bench.;PP;Psystrahl ;Psybeam ;50;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;Darkness;Fighting;1;PAL;215;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_215_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_215_R_EN_LG.png
Tafforgita;Tinkatuff;Stage 1;Psychic;;90;Forgita;Tinkatink;;;;;CC;Knuddler ;Play Rough ;30+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 30 Schadenspunkte mehr zu.;Flip a coin. If heads, this attack does 30 more damage.;PCC;Pulverisierende Presse ;Pulverizing Press ;60;Der Schaden dieser Attacke wird durch Effekte auf dem Aktiven Pokémon deines Gegners nicht verändert.;This attack's damage isn’t affected by any effects on your opponent’s Active Pokémon.;Metal;;2;PAL;217;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_217_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_217_R_EN_LG.png
Laschoking-ex;Slowking ex;Stage 1;Psychic;;270;Flegmon;Slowpoke;Terakristall;Tera;Solange sich dieses Pokémon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokémon durch Attacken (deine und die deines Gegners) zugefügt wird.;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;P;Tiefes Wissen ;Profound Knowledge ;30;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;PP;Weise Kopfnuss ;Wise Headbutt ;130;Du kannst dein Deck nach bis zu 2 Karten durchsuchen und sie auf deine Hand nehmen. Mische anschließend dein Deck.;You may search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.;Darkness;Fighting;3;PAL;238;G;Entwicklungen in Paldea (PAL);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_238_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAL/PAL_238_R_EN_LG.png
Xatu;Xatu;Stage 1;Psychic;;100;Natu;Natu;Hellsichtiger Sinn;Clairvoyant Sense;Einmal während deines Zuges kannst du 1 Basis-[P]-Energiekarte aus deiner Hand an 1 Pokémon auf deiner Bank anlegen. Wenn du auf diese Weise Energie an ein Pokémon angelegt hast, ziehe 2 Karten.;Once during your turn, you may attach a Basic [P] Energy card from your hand to 1 of your Benched Pokémon. If you attached Energy to a Pokémon in this way, draw 2 cards.;PCC;Super-Psischlag ;Super Psy Bolt ;80;;;;;;;;;Darkness;Fighting;1;PAR;72;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_072_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_072_R_EN_LG.png
Echnatoll-ex;Cofagrigus ex;Stage 1;Psychic;;260;Makabaja;Yamask;Goldener Sarg;Gold Coffin;Wenn dieses Pokémon durch Schaden einer Attacke von Pokémon deines Gegners kampfunfähig wird, durchsuche dein Deck nach 1 Karte und nimm sie auf deine Hand. Mische anschließend dein Deck.;If this Pokémon is Knocked Out by damage from an attack from your opponent's Pokémon, search your deck for a card and put it into your hand. Then, shuffle your deck.;PP;Heimsuchende Hände ;Hollow Hands ;110;Lege 5 Schadensmarken beliebig auf die Pokémon auf der Bank deines Gegners.;Put 5 damage counters on your opponent's Benched Pokémon in any way you like.;;;;;;;Darkness;Fighting;2;PAR;76;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_076_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_076_R_EN_LG.png
Pumpdjinn;Gourgeist;Stage 1;Psychic;;110;Irrbis;Pumpkaboo;Kürbisschreck;Startling Pumpkin;Wenn dieses Pokémon durch Schaden einer Attacke von Pokémon deines Gegners kampfunfähig wird, lege 2 zufällige Karten aus der Hand deines Gegners auf seinen Ablagestapel.;If this Pokémon is Knocked Out by damage from an attack from your opponent's Pokémon, discard 2 random cards from your opponent's hand.;PCC;Schattenbindung ;Shadow Bind ;100;Während des nächsten Zuges deines Gegners kann sich das Verteidigende Pokémon nicht zurückziehen.;During your opponent's next turn, the Defending Pokémon can't retreat.;;;;;;;Darkness;Fighting;2;PAR;78;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_078_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_078_R_EN_LG.png
Psiopatra;Espathra;Stage 1;Psychic;;120;Flattutu;Flittle;Abwehrhaltung;Stance;Wenn du dieses Pokémon aus deiner Hand spielst, um 1 deiner Pokémon während deines Zuges zu entwickeln, kannst du bis zum Ende des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken von Pokémon deines Gegners, die diesem Pokémon zugefügt werden, verhindern.;When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may prevent all damage from and effects of attacks from your opponent's Pokémon done to this Pokémon until the end of your opponent's next turn.;PP;Funkelnde Augen ;Glittering Eyes ;70+;Wenn Tulia in deinem Ablagestapel ist, fügt diese Attacke 70 Schadenspunkte mehr zu.;If Tulip is in your discard pile, this attack does 70 more damage.;;;;;;;Darkness;Fighting;1;PAR;81;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_081_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_081_R_EN_LG.png
Tafforgita;Tinkatuff;Stage 1;Psychic;;80;Forgita;Tinkatink;;;;;P;Schwingende Legierung ;Alloy Aswing ;20+;Wenn an dieses Pokémon mindestens 1 [M]-Energie angelegt ist, fügt diese Attacke 40 Schadenspunkte mehr zu.;If this Pokémon has any [M] Energy attached, this attack does 40 more damage.;;;;;;;Metal;;2;PAR;84;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_084_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_084_R_EN_LG.png
Psiopatra;Espathra;Stage 1;Psychic;;120;Flattutu;Flittle;Abwehrhaltung;Stance;Wenn du dieses Pokémon aus deiner Hand spielst, um 1 deiner Pokémon während deines Zuges zu entwickeln, kannst du bis zum Ende des nächsten Zuges deines Gegners allen Schaden durch und alle Effekte von Attacken von Pokémon deines Gegners, die diesem Pokémon zugefügt werden, verhindern.;When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may prevent all damage from and effects of attacks from your opponent's Pokémon done to this Pokémon until the end of your opponent's next turn.;PP;Funkelnde Augen ;Glittering Eyes ;70+;Wenn Tulia in deinem Ablagestapel ist, fügt diese Attacke 70 Schadenspunkte mehr zu.;If Tulip is in your discard pile, this attack does 70 more damage.;;;;;;;Darkness;Fighting;1;PAR;197;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_197_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_197_R_EN_LG.png
Echnatoll-ex;Cofagrigus ex;Stage 1;Psychic;;260;Makabaja;Yamask;Goldener Sarg;Gold Coffin;Wenn dieses Pokémon durch Schaden einer Attacke von Pokémon deines Gegners kampfunfähig wird, durchsuche dein Deck nach 1 Karte und nimm sie auf deine Hand. Mische anschließend dein Deck.;If this Pokémon is Knocked Out by damage from an attack from your opponent's Pokémon, search your deck for a card and put it into your hand. Then, shuffle your deck.;PP;Heimsuchende Hände ;Hollow Hands ;110;Lege 5 Schadensmarken beliebig auf die Pokémon auf der Bank deines Gegners.;Put 5 damage counters on your opponent's Benched Pokémon in any way you like.;;;;;;;Darkness;Fighting;2;PAR;224;G;Paradoxrift (PAR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_224_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PAR/PAR_224_R_EN_LG.png
Xatu;Xatu;Stage 1;Psychic;;110;Natu;Natu;;;;;P;Präzisionswelle;Pinpoint Wave;;Diese Attacke fügt 1 Pokémon-V deines Gegners 90 Schadenspunkte zu. Dieser Schaden wird durch Schwäche und Resistenz nicht verändert.;This attack does 90 damage to 1 of your opponent's Pokémon V. This damage isn't affected by Weakness or Resistance.;PC;Gedankenverbiegung ;Mind Bend ;50;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;Darkness;Fighting;0;PGO;33;F;Pokémon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_033_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_033_R_EN_LG.png
Feelinara;Sylveon;Stage 1;Psychic;;120;Evoli;Eevee;;;;;P;Souvenir;Souvenir;;Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck.;Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.;CCC;Wundersamer Schein ;Wonder Flash ;90+;Wenn das Aktive Pokémon deines Gegners ein [N]-Pokémon ist, fügt diese Attacke 90 Schadenspunkte mehr zu.;If your opponent's Active Pokémon is a [N] Pokémon, this attack does 90 more damage.;Metal;;1;PGO;35;F;Pokémon GO (PGO);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_035_R_DE_LG.png;https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/PGO/PGO_035_R_EN_LG.png
Pokusan;Alcremie;Stage 1;Psychic;;110;Hokumil;Milcery;;;;;C;Verzierung;Decorate;;Lege beliebig viele Basis-Energiekarten aus deiner Hand beliebig an deine Pokémon an.;Attach any number of basic Energy cards from your hand to your Pokémon in any way you like.;PC;Diebeskuss ;Draining Kiss ;50;Heile 30 Schadenspunkte bei diesem Pokémon.;Heal 30 damage from this Pokémon.;Metal;;1;PR-SW;58;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_058_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_058_R_EN_LG.png
Mortipot;Polteageist;Stage 1;Psychic;;60;Fatalitee;Sinistea;Teepause;Tea Break;Du musst 1 Pokémon, das die Attacke Verrückte Party hat, aus deiner Hand auf deinen Ablagestapel legen, um diese Fähigkeit einzusetzen. Einmal während deines Zuges kannst du 2 Karten ziehen.;You must discard a Pokémon that has the Mad Party attack from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.;CC;Verrückte Party ;Mad Party ;20×;Diese Attacke fügt für jedes Pokémon in deinem Ablagestapel, das die Attacke Verrückte Party hat, 20 Schadenspunkte zu.;This attack does 20 damage for each Pokémon in your discard pile that has the Mad Party attack.;;;;;;;Darkness;Fighting;1;PR-SW;81;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_081_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_081_R_EN_LG.png
Psiana;Espeon;Stage 1;Psychic;;110;Evoli;Eevee;;;;;;;Psy Bolt ;;;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;;;Psychic ;;;This attack does 40 more damage for each Energy attached to your opponent's Active Pokémon.;Darkness;Fighting;1;PR-SW;174;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_174_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_174_R_EN_LG.png
Damythir;Wyrdeer;Stage 1;Psychic;;140;Damhirplex;Stantler;Eiliger Gang;Hurried Gait;Einmal während deines Zuges kannst du 1 Karte ziehen.;Once during your turn, you may draw a card.;CC;Sondersensor ;Extrasensory ;40+;Wenn du genauso viele Karten auf der Hand hast wie dein Gegner, fügt diese Attacke 80 Schadenspunkte mehr zu.;If you have the same number of cards in your hand as your opponent, this attack does 80 more damage.;;;;;;;Darkness;Fighting;2;PR-SW;206;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_206_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_206_R_EN_LG.png
Feelinara;Sylveon;Stage 1;Psychic;;110;Evoli;Eevee;;;;;;;Time Out Kick ;;;You may put an Energy attached to your opponent's Active Pokémon into their hand.;;;Symphony Whip ;;;If you played a Supporter card from your hand during this turn, this attack does 70 more damage.;Metal;;1;PR-SW;211;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_211_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_211_R_EN_LG.png
Kirlia;Kirlia;Stage 1;Psychic;;80;Trasla;Ralts;Finesse;Refinement;Du musst 1 Karte aus deiner Hand auf deinen Ablagestapel legen, um diese Fähigkeit einzusetzen. Einmal während deines Zuges kannst du 2 Karten ziehen.;You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.;PC;Hieb ;Slap ;30;;;;;;;;;Metal;;2;PR-SW;271;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_271_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_271_R_EN_LG.png
Togetic;Togetic;Stage 1;Psychic;;80;Togepi;Togepi;Stimme der Freude;Voice of Happiness;Wenn du dieses Pokémon aus deiner Hand spielst, um 1 deiner Pokémon während deines Zuges zu entwickeln, kannst du 30 Schadenspunkte bei deinem Aktiven Pokémon heilen.;When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may heal 30 damage from your Active Pokémon.;PC;Feenbrise ;Fairy Wind ;30;;;;;;;;;Metal;;1;PR-SW;276;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_276_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_276_R_EN_LG.png
Psiana;Espeon;Stage 1;Psychic;;110;Evoli;Eevee;;;;;P;Psycho-Ansturm ;Psychic Assault ;30+;Diese Attacke fügt für jede Schadensmarke auf dem Aktiven Pokémon deines Gegners 10 Schadenspunkte mehr zu.;This attack does 10 more damage for each damage counter on your opponent's Active Pokémon.;PC;Mentale Blockade ;Psy Bolt ;60;Wirf 1 Münze. Bei Kopf ist das Aktive Pokémon deines Gegners jetzt paralysiert.;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;Darkness;Fighting;1;PRE;33;G;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_033_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_033_R_EN_LG.png
Psiana-ex;Espeon ex;Stage 1;Psychic;;270;Evoli;Eevee;Terakristall;Tera;Solange sich dieses Pokémon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokémon durch Attacken (deine und die deines Gegners) zugefügt wird.;As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent’s).;PCC;Nervös machen ;Psych Out ;160;Lege 1 zufällige Karte aus der Hand deines Gegners auf seinen Ablagestapel.;Discard a random card from your opponent's hand.;GPD;Amazez;Amazez;;Rückentwickle jedes entwickelte Pokémon deines Gegners, indem du deinem Gegner die Karte mit der höchsten Entwicklungsphase in sein Deck mischst.;Devolve each of your opponent's evolved Pokémon by shuffling the highest Stage Evolution card on it into your opponent's deck.;Darkness;Fighting;1;PRE;34;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_034_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_034_R_EN_LG.png
Zwirrklop;Dusclops;Stage 1;Psychic;;90;Zwirrlicht;Duskull;Verfluchte Explosion;Cursed Blast;Einmal während deines Zuges kannst du 5 Schadensmarken auf 1 Pokémon deines Gegners legen. Wenn du diese Fähigkeit einsetzt, ist dieses Pokémon kampfunfähig.;Once during your turn, you may put 5 damage counters on 1 of your opponent's Pokémon. If you use this Ability, this Pokémon is Knocked Out.;PP;Irrlicht ;Will-O-Wisp ;50;;;;;;;;;Darkness;Fighting;2;PRE;36;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_036_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_036_R_EN_LG.png
Parfinesse;Aromatisse;Stage 1;Psychic;;120;Parfi;Spritzee;;;;;PC;Duftdruck ;Perfume Press ;60;Das Aktive Pokémon deines Gegners ist jetzt verwirrt.;Your opponent's Active Pokémon is now Confused.;;;;;;;Metal;;1;PRE;39;H;Prismatic Evolutions (PRE);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_039_R_DE_LG.png;https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/PRE/PRE_039_R_EN_LG.png
