Name DE;Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 name EN;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 name EN;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Elektek;Electabuzz;Basis;Elektro;90;;;;L;Sammeln;Collect;;Ziehe 1 Karte.;LL;Magnum-Schlag ;Magnum Punch;40;;Kampf;;2;SCR;46;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_046_R_DE_LG.png
Elevoltek;Electivire;Phase 1 - Entwickelt sich aus Elektek;Elektro;150;;;;L;Elektroschuss ;Electroslug;40;;LL;Blitzentladung ;Unleash Lightning;220;Während deines nächsten Zuges können deine Pokemon nicht angreifen. (Dies schließt neue Pokemon ein, die ins Spiel gebracht werden.);Kampf;;3;SCR;47;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_047_R_DE_LG.png
Lampi;Chinchou;Basis;Elektro;70;;;;CC;Doppelspannung ;Double Voltage;20*;Wirf 2 Münzen. Diese Attacke fügt 20 Schadenspunkte pro Kopf zu.;;;;;;Kampf;;2;SCR;48;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_048_R_DE_LG.png
Lanturn;Lanturn;Phase 1 - Entwickelt sich aus Lampi;Elektro;120;;;;CC;Desorientierender Blitz;Disorienting Flash;;Das Aktive Pokemon deines Gegners ist jetzt verwirrt. Lege für diesen Speziellen Zustand 8 Schadensmarken anstelle von 3 Schadensmarken auf jenes Pokemon.;LCC;Donnernder Einschlag ;Thunderous Bolt;140;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;Kampf;;2;SCR;49;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_049_R_DE_LG.png
Wattzapf;Joltik;Basis;Elektro;30;;;;C;Wattladung;Jolting Charge;;Durchsuche dein Deck nach bis zu 2 Basis-[G]-Energiekarten und bis zu 2 Basis-[L]-Energiekarten und lege sie beliebig an deine Pokemon an. Mische anschließend dein Deck.;;;;;;Kampf;;1;SCR;50;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_050_R_DE_LG.png
Voltula-ex;Galvantula ex;Phase 1 - Entwickelt sich aus Wattzapf;Elektro;260;;Terakristall;Solange sich dieses Pokemon auf deiner Bank befindet, verhindere allen Schaden, der diesem Pokemon durch Attacken (deine und die deines Gegners) zugefügt wird.;LC;Geladenes Netz ;Charged Web;110+;Wenn das Aktive Pokemon deines Gegners ein Pokemon-ex oder Pokemon-V ist, fügt diese Attacke 110 Schadenspunkte mehr zu.;GLF;Fulgurit ;Fulgurite;180;Lege alle Energien von diesem Pokemon auf deinen Ablagestapel. Dein Gegner kann während seines nächsten Zuges keine Itemkarten aus seiner Hand spielen.;Kampf;;1;SCR;51;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_051_R_DE_LG.png
Akkup;Charjabug;Phase 1 - Entwickelt sich aus Mabula;Elektro;80;;;;L;Parallelschaltung;Parallel Placement;;Durchsuche dein Deck nach bis zu 3 Akkup und lege sie auf deine Bank. Mische anschließend dein Deck.;;;;;;Kampf;;2;SCR;52;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_052_R_DE_LG.png
Donarion;Vikavolt;Phase 2 - Entwickelt sich aus Akkup;Elektro;160;;;;L;Voltwechsel ;Volt Switch;90;Tausche dieses Pokemon gegen 1 [L]-Pokemon auf deiner Bank aus.;LLCC;Funkenschlag ;Sparking Strike;240;;Kampf;;1;SCR;53;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_053_R_DE_LG.png
Togedemaru;Togedemaru;Basis;Elektro;80;;;;L;Elektrisierende Chance ;Electrifying Chance;30;Wenn du genau 1 verbleibende Preiskarte hast, ist das Aktive Pokemon deines Gegners jetzt paralysiert.;;;;;;Kampf;;1;SCR;54;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_054_R_DE_LG.png
Zeraora;Zeraora;Basis;Elektro;120;;;;LC;Gefechtsdonner ;Combat Thunder;20+;Diese Attacke fügt für jedes Pokemon auf der Bank deines Gegners 20 Schadenspunkte mehr zu.;;;;;;Kampf;;1;SCR;55;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_055_R_DE_LG.png
Pamo;Pawmi;Basis;Elektro;40;;;;L;Gezielter Funke;Targeted Spark;;Diese Attacke fügt 1 Pokemon deines Gegners 20 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);;;;;;Kampf;;1;SCR;56;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_056_R_DE_LG.png
Flegmon;Slowpoke;Basis;Psycho;80;;;;C;Baumelschweif;Dangle Tail;;Nimm 1 Pokemon aus deinem Ablagestapel auf deine Hand.;PC;Tackle ;Tackle;30;;Finsternis;Kampf;2;SCR;57;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_057_R_DE_LG.png
Laschoking;Slowking;Phase 1 - Entwickelt sich aus Flegmon;Psycho;120;;;;PC;Inspirationssuche;Seek Inspiration;;Lege die oberste Karte deines Decks auf deinen Ablagestapel, und wenn jene Karte ein Pokemon ist, das kein Regelfeld hat, wähle 1 seiner Attacken und setze sie als diese Attacke ein. (Pokemon-ex, Pokemon-V usw. haben Regelfelder.);PPC;Super-Psischlag ;Super Psy Bolt;120;;Finsternis;Kampf;3;SCR;58;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_058_R_DE_LG.png
Mewtu;Mewtwo;Basis;Psycho;130;;;;PPC;Super-Psischlag ;Super Psy Bolt;100;;;;;;;Finsternis;Kampf;2;SCR;59;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_059_R_DE_LG.png
Driftlon;Drifloon;Basis;Psycho;70;;;;P;Ausdehnen ;Expand;10;Während des nächsten Zuges deines Gegners werden diesem Pokemon durch Attacken 10 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;;;;;;Finsternis;Kampf;1;SCR;60;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_060_R_DE_LG.png
Drifzepeli;Drifblim;Phase 1 - Entwickelt sich aus Driftlon;Psycho;130;;;;;;Everyone Explode Now;;Diese Attacke fügt für jedes deiner Driftlon und Drifzepeli im Spiel 50 Schadenspunkte zu. Diese Attacke fügt auch jedem deiner Driftlon und Drifzepeli 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);;;;;;Finsternis;Kampf;2;SCR;61;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_061_R_DE_LG.png
Makabaja;Yamask;Basis;Psycho;70;;;;PP;Unheilvolle Augen;Ominous Eyes;;Lege 3 Schadensmarken auf 1 Pokemon deines Gegners.;;;;;;Finsternis;Kampf;2;SCR;62;G;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_062_R_DE_LG.png
Curelei;Comfey;Basis;Psycho;70;;;;P;Blumenschauer;Flower Shower;;Jeder Spieler zieht 3 Karten.;P;Knuddler ;Play Rough;20+;Wirf 1 Münze. Bei Kopf fügt diese Attacke 20 Schadenspunkte mehr zu.;Metall;;1;SCR;63;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_063_R_DE_LG.png
Hokumil;Milcery;Basis;Psycho;60;;;;P;Grummeln ;Mumble;20;;;;;;;Metall;;1;SCR;64;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_064_R_DE_LG.png
Pokusan;Alcremie;Phase 1 - Entwickelt sich aus Hokumil;Psycho;110;;;;C;Buntes Konfekt;Colorful Confection;;Durchsuche dein Deck nach bis zu 5 Pokemon, die denselben Typ haben wie eine beliebige an dieses Pokemon angelegte Basis-Energie, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;PC;Magischer Schuss ;Magical Shot;60;;Metall;;1;SCR;65;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_065_R_DE_LG.png
Hefel;Fidough;Basis;Psycho;60;;;;C;Angenehmes Aroma;Pleasant Aroma;;Durchsuche dein Deck nach 1 Basis-Pokemon und lege es auf deine Bank. Mische anschließend dein Deck.;C;Zertrampeln ;Stampede;10;;Metall;;2;SCR;66;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_066_R_DE_LG.png
Backel-ex;Dachsbun ex;Phase 1 - Entwickelt sich aus Hefel;Psycho;250;;Zeit zum Futtern;Wenn du dieses Pokemon aus deiner Hand spielst, um 1 deiner Pokemon während deines Zuges zu entwickeln, kannst du allen Schaden bei jedem deiner Entwicklungs-Pokemon heilen. Wenn du auf diese Weise Schaden geheilt hast, lege alle Energien von jenen Pokemon auf deinen Ablagestapel.;CC;Wunderglanz ;Wonder Shine;130;Das Aktive Pokemon deines Gegners ist jetzt verwirrt.;;;;;;Metall;;2;SCR;67;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_067_R_DE_LG.png
Flattutu;Flittle;Basis;Psycho;50;;;;P;Pikser ;Peck;10;;;;;;;Finsternis;Kampf;1;SCR;68;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_068_R_DE_LG.png
Psiopatra;Espathra;Phase 1 - Entwickelt sich aus Flattutu;Psycho;130;;;;P;Psycho-Blitz ;Psychic Flash;50;;;;;;;Finsternis;Kampf;1;SCR;69;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_069_R_DE_LG.png
Gruff;Greavard;Basis;Psycho;80;;;;CC;Pfötchenhieb ;Paw Shake Punch;20;;PCC;Biss ;Bite;50;;Finsternis;Kampf;3;SCR;70;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_070_R_DE_LG.png
Eisenfels;Iron Boulder;Basis;Psycho;140;;;;PC;Angepasstes Horn ;Adjusted Horn;170;Wenn du nicht genauso viele Karten auf der Hand hast wie dein Gegner, hat diese Attacke keine Auswirkungen.;;;;;;Finsternis;Kampf;3;SCR;71;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_071_R_DE_LG.png
Tragosso;Cubone;Basis;Kampf;70;;;;F;Waghalsiger Sturmangriff ;Reckless Charge;30;Dieses Pokemon fügt auch sich selbst 10 Schadenspunkte zu.;;;;;;Pflanze;;1;SCR;72;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_072_R_DE_LG.png
Knogga;Marowak;Phase 1 - Entwickelt sich aus Tragosso;Kampf;120;;;;F;Heuler;Growl;;Während des nächsten Zuges deines Gegners fügen die vom Verteidigenden Pokemon eingesetzten Attacken 40 Schadenspunkte weniger zu (bevor Schwäche und Resistenz verrechnet werden).;CC;Knochenvergeltung ;Bone Vengeance;60+;Wenn auf mindestens 1 Tragosso auf deiner Bank mindestens 1 Schadensmarke liegt, fügt diese Attacke 120 Schadenspunkte mehr zu.;Pflanze;;2;SCR;73;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_073_R_DE_LG.png
Rihorn;Rhyhorn;Basis;Kampf;100;;;;FC;Hornattacke ;Horn Attack;50;;;;;;;Pflanze;;3;SCR;74;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_074_R_DE_LG.png
Rizeros;Rhydon;Phase 1 - Entwickelt sich aus Rihorn;Kampf;140;;;;FCC;Zerstörerisches Horn ;Destructive Horn;80;Wirf 1 Münze. Lege bei Kopf 1 Energie vom Aktiven Pokemon deines Gegners auf seinen Ablagestapel.;;;;;;Pflanze;;4;SCR;75;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_075_R_DE_LG.png
Rihornior;Rhyperior;Phase 2 - Entwickelt sich aus Rizeros;Kampf;200;;Breiter Wall;Solange dieses Pokemon in der Aktiven Position ist, verhindere jedes Mal, wenn dein Gegner 1 Unterstützerkarte aus seiner Hand spielt, alle Effekte jener Karte, die allen deinen Pokemon zugefügt werden.;FCC;Schlagbohrer ;Drill Run;180;Lege 1 Energie vom Aktiven Pokemon deines Gegners auf seinen Ablagestapel.;;;;;;Pflanze;;4;SCR;76;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_076_R_DE_LG.png
Meditie;Meditite;Basis;Kampf;70;;;;F;Verprügler ;Beat;10;;;;;;;Psycho;;1;SCR;77;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_077_R_DE_LG.png
Meditie;Meditite;Basis;Kampf;70;;;;C;Gedankengut;Calm Mind;;Heile 20 Schadenspunkte bei diesem Pokemon.;FCC;Hacker ;Chop;50;;Psycho;;1;SCR;78;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_078_R_DE_LG.png
Meditalis;Medicham;Phase 1 - Entwickelt sich aus Meditie;Kampf;110;;;;F;Doppelstoß ;Double Smash;40*;Wirf 2 Münzen. Diese Attacke fügt 40 Schadenspunkte pro Kopf zu.;;;;;;Psycho;;1;SCR;79;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_079_R_DE_LG.png
Meditalis-ex;Medicham ex;Phase 1 - Entwickelt sich aus Meditie;Kampf;260;;;;CC;Chi-Atsu;Chi-Atsu;;Lege so lange Schadensmarken auf das Aktive Pokemon deines Gegners, bis seine verbleibenden KP gleich 50 sind.;FCC;Yogakick ;Yoga Kick;190;Der Schaden dieser Attacke wird durch Schwäche oder Resistenz nicht verändert.;Psycho;;1;SCR;80;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_080_R_DE_LG.png
Riolu;Riolu;Basis;Kampf;70;;;;FC;Boxhieb ;Punch;30;;;;;;;Psycho;;1;SCR;81;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_081_R_DE_LG.png
Lucario-ex;Lucario ex;Phase 1 - Entwickelt sich aus Riolu;Kampf;250;;;;FC;Fußkick ;Low Kick;50;;FFC;Aurafaust ;Aura Knuckle;120;;Psycho;;2;SCR;82;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_082_R_DE_LG.png
Lin-Fu;Mienfoo;Basis;Kampf;60;;;;F;Abschlag ;Knock Off;10;Lege 1 zufällige Karte aus der Hand deines Gegners auf seinen Ablagestapel.;;;;;;Psycho;;1;SCR;83;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_083_R_DE_LG.png
Wie-Shu;Mienshao;Phase 1 - Entwickelt sich aus Lin-Fu;Kampf;90;;;;F;Rundumwirbel ;Gale Roundhouse;30+;Wenn dein Gegner 5 oder weniger Karten auf seiner Hand hat, fügt diese Attacke 60 Schadenspunkte mehr zu.;;;;;;Psycho;;1;SCR;84;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_084_R_DE_LG.png
Pam-Pam;Pancham;Basis;Kampf;70;;;;C;Silberblick;Leer;;Wirf 1 Münze. Bei Kopf ist das Aktive Pokemon deines Gegners jetzt paralysiert.;CC;Fußkick ;Low Kick;20;;Psycho;;2;SCR;85;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_085_R_DE_LG.png
Diancie;Diancie;Basis;Kampf;110;;;;C;Streureflektion ;Diffuse Reflection;40*;Diese Attacke fügt für jede an alle Pokemon deines Gegners angelegte Spezial-Energie 40 Schadenspunkte zu.;FC;Juwelenkraft ;Power Gem;60;;Pflanze;;1;SCR;86;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_086_R_DE_LG.png
Krabbox;Crabrawler;Basis;Kampf;90;;;;CC;Klammer ;Vise Grip;20;;CCC;Krabbhammer ;Crabhammer;50;;Psycho;;3;SCR;87;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_087_R_DE_LG.png
Legios;Falinks;Basis;Kampf;110;;;;C;Formation bilden;Form Ranks;;Durchsuche dein Deck nach bis zu 2 Basis-Pokemon und lege sie auf deine Bank. Mische anschließend dein Deck.;CC;Volle Attacke ;All-Out Attack;30+;Wenn dieses Pokemon während deines letzten Zuges Formation bilden eingesetzt hat, fügt diese Attacke 90 Schadenspunkte mehr zu.;Psycho;;2;SCR;88;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_088_R_DE_LG.png
Saltigant-ex;Garganacl ex;Phase 2 - Entwickelt sich aus Sedisal;Kampf;340;;Salziger Körper;Dieses Pokemon kann nicht von Speziellen Zuständen betroffen werden.;FCC;Blockhammer ;Block Hammer;170;Während des nächsten Zuges deines Gegners werden diesem Pokemon durch Attacken 60 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden).;;;;;;Pflanze;;4;SCR;89;G;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_089_R_DE_LG.png
Koraidon;Koraidon;Basis;Kampf;130;;;;FF;Resolute Fänge ;Resolute Fang;50+;Wenn das Aktive Pokemon deines Gegners ein Pokemon-ex ist, fügt diese Attacke 70 Schadenspunkte mehr zu.;;;;;;Psycho;;2;SCR;90;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_090_R_DE_LG.png
Schluppuck;Gulpin;Basis;Finsternis;70;;;;D;Sabbern ;Drool;10;;DDC;Super-Gifthauch ;Super Poison Breath;30;Das Aktive Pokemon deines Gegners ist jetzt vergiftet.;Kampf;;2;SCR;91;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_091_R_DE_LG.png
Schlukwech;Swalot;Phase 1 - Entwickelt sich aus Schluppuck;Finsternis;130;;;;D;Verschlingermaul ;Devouring Mouth;10+;Wenn an dieses Pokemon mehr Energie angelegt ist als an das Aktive Pokemon deines Gegners, fügt diese Attacke 160 Schadenspunkte mehr zu.;DDC;Giftiger Schlag ;Venomous Hit;100;Das Aktive Pokemon deines Gegners ist jetzt vergiftet.;Kampf;;3;SCR;92;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_092_R_DE_LG.png
Pandagro;Pangoro;Phase 1 - Entwickelt sich aus Pam-Pam;Finsternis;140;;;;D;Ziehen;Pull;;Wechsle 1 Pokemon von der Bank deines Gegners in die Aktive Position ein.;DDC;Rappel ;Tantrum;160;Dieses Pokemon ist jetzt verwirrt.;Pflanze;;3;SCR;93;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_093_R_DE_LG.png
Bähmon;Impidimp;Basis;Finsternis;70;;;;C;Klatscher ;Smack;10;;DCC;Klauenschlitzer ;Claw Slash;40;;Pflanze;;1;SCR;94;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_094_R_DE_LG.png
Pelzebub;Morgrem;Phase 1 - Entwickelt sich aus Bähmon;Finsternis;90;;;;CC;Sanfter Hieb ;Gentle Slap;40;;DCC;Fänge der Dunkelheit ;Darkness Fang;70;;Pflanze;;1;SCR;95;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_095_R_DE_LG.png
Olangaar;Grimmsnarl;Phase 2 - Entwickelt sich aus Pelzebub;Finsternis;170;;;;CC;Köderklatsche;;;Wechsle das Aktive Pokemon deines Gegners auf seine Bank aus. (Dein Gegner wählt das neue Aktive Pokemon.) Wenn du das machst, fügt diese Attacke dem neuen Aktiven Pokemon 160 Schadenspunkte zu.;DCC;Keile ;Knuckle Sandwich;160;Lege 2 Energien von diesem Pokemon auf deinen Ablagestapel.;Pflanze;;3;SCR;96;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_096_R_DE_LG.png
Adebom;Bombirdier;Basis;Finsternis;100;;;;DC;Waghalsiger Sturmangriff ;Reckless Charge;70;Dieses Pokemon fügt auch sich selbst 20 Schadenspunkte zu.;;;;;;Pflanze;;1;SCR;97;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_097_R_DE_LG.png
Jirachi;Jirachi;Basis;Metall;80;;;;C;Wachsender Wunsch;Swelling Wish;;Lege 1 Basis-Energiekarte aus deinem Ablagestapel an 1 Pokemon auf deiner Bank an.;MC;Hieb ;Slap;30;;Feuer;Pflanze;1;SCR;98;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_098_R_DE_LG.png
Klikk;Klink;Basis;Metall;60;;;;C;Verlockung;Allure;;Ziehe 1 Karte.;CC;Strahl ;Beam;20;;Feuer;Pflanze;2;SCR;99;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_099_R_DE_LG.png
Kliklak;Klang;Phase 1 - Entwickelt sich aus Klikk;Metall;90;;;;CC;Eisentackle ;Iron Tackle;60;Dieses Pokemon fügt auch sich selbst 20 Schadenspunkte zu.;;;;;;Feuer;Pflanze;3;SCR;100;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_100_R_DE_LG.png
Klikdiklak;Klinklang;Phase 2 - Entwickelt sich aus Kliklak;Metall;140;;Notfallrotation;Einmal während deines Zuges, wenn dieses Pokemon auf deiner Hand ist und dein Gegner mindestens 1 Phase-2-Pokemon im Spiel hat, kannst du dieses Pokemon auf deine Bank legen.;CC;Hyperlicht ;Hyper Ray;130;Lege alle Energien von diesem Pokemon auf deinen Ablagestapel.;;;;;;Feuer;Pflanze;3;SCR;101;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_101_R_DE_LG.png
Meltan;Meltan;Basis;Metall;60;;;;M;Zertrampeln ;Stampede;10;;MCC;Strahl ;Beam;40;;Feuer;Pflanze;1;SCR;102;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_102_R_DE_LG.png
Meltan;Meltan;Basis;Metall;70;;;;M;Klimbimtransport;Knickknack Carrying;;Durchsuche dein Deck nach 1 Pokemon-Ausrüstung, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck.;MC;Ramme ;Ram;30;;Feuer;Pflanze;1;SCR;103;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_103_R_DE_LG.png
Melmetal;Melmetal;Phase 1 - Entwickelt sich aus Meltan;Metall;160;;;;CC;Niederschleudern ;Wrack Down;50;;MCC;Umgeschmiedete Axt ;Reforged Axe;250;Bevor du Schaden zufügst, lege alle Pokemon-Ausrüstungen von diesem Pokemon auf deinen Ablagestapel. Wenn du keine auf deinen Ablagestapel legen kannst, hat diese Attacke keine Auswirkungen.;Feuer;Pflanze;3;SCR;104;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_104_R_DE_LG.png
Melmetal-ex;Melmetal ex;Phase 1 - Entwickelt sich aus Meltan;Metall;280;;;;MMCC;Eisenschwung ;Iron Swing;100*;Wirf 2 Münzen. Diese Attacke fügt 100 Schadenspunkte pro Kopf zu.;;;;;;Feuer;Pflanze;3;SCR;105;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_105_R_DE_LG.png
Duraludon;Duraludon;Basis;Metall;130;;;;M;Einhämmern ;Hammer In;30;;MMC;Wuthammer ;Raging Hammer;80+;Diese Attacke fügt für jede Schadensmarke auf diesem Pokemon 10 Schadenspunkte mehr zu.;Feuer;Pflanze;2;SCR;106;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_106_R_DE_LG.png
Briduradon;Archaludon;Phase 1 - Entwickelt sich aus Duraludon;Metall;180;;Metallbrücke;Alle deine Pokemon, an die [M]-Energie angelegt ist, haben keine Rückzugskosten.;MMC;Eisenblaster ;Iron Blaster;160;Während deines nächsten Zuges kann dieses Pokemon nicht angreifen.;;;;;;Feuer;Pflanze;2;SCR;107;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_107_R_DE_LG.png
Knattox;Varoom;Basis;Metall;80;;;;CC;Ramme ;Ram;30;;;;;;;Feuer;Pflanze;2;SCR;108;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_108_R_DE_LG.png
Knattatox;Revavroom;Phase 1 - Entwickelt sich aus Knattox;Metall;150;;;;MCC;Furioses Flitzen ;Outta-Control Dash;100;;;;;;;Feuer;Pflanze;2;SCR;109;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_109_R_DE_LG.png
Schlurm-ex;Orthworm ex;Basis;Metall;220;;Faustdicke Vergeltung;Wenn dieses Pokemon durch eine Attacke von Pokemon deines Gegners Schaden erhält (auch wenn dieses Pokemon dadurch kampfunfähig wird), lege 2 Schadensmarken auf das Angreifende Pokemon für jede an dieses Pokemon angelegte [M]-Energie.;CCCC;Felsgrab ;Rock Tomb;150;Während des nächsten Zuges deines Gegners kann sich das Verteidigende Pokemon nicht zurückziehen.;;;;;;Feuer;Pflanze;4;SCR;110;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_110_R_DE_LG.png
Furienblitz;Raging Bolt;Basis;Drache;130;;;;LF;Gewittersturm;Thunderburst Storm;;Diese Attacke fügt 1 Pokemon deines Gegners für jede an dieses Pokemon angelegte Energie 30 Schadenspunkte zu. (Wende Schwäche und Resistenz bei Pokemon auf der Bank nicht an.);LFC;Drachen-Kopfnuss ;Dragon Headbutt;130;;;;3;SCR;111;H;Stellarkrone (SCR);https://limitlesstcg.nyc3.digitaloceanspaces.com/tpci/SCR/SCR_111_R_DE_LG.png
