Name;Cardtype;Type;HP;Evolves from;Ability;Ability text;Attack 1 cost;Attack 1 name;Attack 1 damage;Effect 1;Attack 2 cost;Attack 2 name;Attack 2 damage;Effect 2;Weakness;Resistance;Retreat cost;Set;#;Regulation;Set Name;URL
Deoxys;Basic;Psychic;120;;;;CCC;Photon Boost ;80+;If this Pokémon has any Fusion Strike Energy attached, this attack does 80 more damage.;;;;;Darkness;Fighting;1;PR-SW;170;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_170_R_EN_LG.png
Latias;Basic;Dragon;120;;Red Assist;Once during your turn, you may attach a [P] Energy card from your hand to 1 of your Latios.;RPC;Dyna Barrier ;70;During your opponent's next turn, prevent all damage done to this Pokémon by attacks from Pokémon VMAX.;;;;;;;1;PR-SW;171;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_171_R_EN_LG.png
Tepig;Basic;Fire;80;;;;CC;Ram ;20;;RRC;Combustion ;50;;Water;;2;PR-SW;172;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_172_R_EN_LG.png
Blitzle;Basic;Lightning;60;;;;L;Thunder Spear;;This attack does 10 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);;;;;Fighting;;1;PR-SW;173;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_173_R_EN_LG.png
Espeon;Stage 1;Psychic;110;Eevee;;;P;Psy Bolt ;20;Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.;PC;Psychic ;10+;This attack does 40 more damage for each Energy attached to your opponent's Active Pokémon.;Darkness;Fighting;1;PR-SW;174;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_174_R_EN_LG.png
Eevee;Basic;Colorless;60;;;;C;Be Prepared;;Attach a basic Energy card from your hand to this Pokémon.;CCC;Bite ;30;;Fighting;;1;PR-SW;175;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_175_R_EN_LG.png
Hoopa V;Basic;Darkness;220;;Two-Faced;As long as this Pokémon is in play, it is [P] and [D] type.;DDC;Shadow Impact ;170;Put 3 damage counters on 1 of your Pokémon.;;;;;Grass;;2;PR-SW;176;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_176_R_EN_LG.png
Professor's Research;Trainer - Supporter;;;;;Discard your hand and draw 7 cards.;;;;;;;;;;;;PR-SW;178;D;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_178_R_EN_LG.png
Flareon V;Basic;Fire;210;;;;C;Flaming Breath ;20;Search your deck for a [R] Energy card and attach it to this Pokémon. Then, shuffle your deck.;RRC;Scorching Column ;120;Your opponent's Active Pokémon is now Burned.;Water;;2;PR-SW;179;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_179_R_EN_LG.png
Flareon VMAX;VMAX;Fire;320;Flareon V;;;RCC;Max Detonate ;100×;Discard the top 5 cards of your deck. This attack does 100 damage for each Energy card you discarded in this way.;;;;;Water;;2;PR-SW;180;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_180_R_EN_LG.png
Vaporeon V;Basic;Water;210;;;;C;Triple Draw;;Draw 3 cards.;WWC;Splash Jump ;90;Switch this Pokémon with 1 of your Benched Pokémon.;Lightning;;2;PR-SW;181;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_181_R_EN_LG.png
Vaporeon VMAX;VMAX;Water;320;Vaporeon V;;;C;Bubble Pod;;Put a [W] Pokémon from your discard pile onto your Bench. If you do, attach up to 3 [W] Energy cards from your discard pile to that Pokémon.;WCC;Max Torrent ;100+;If your opponent's Active Pokémon already has any damage counters on it, this attack does 100 more damage.;Lightning;;2;PR-SW;182;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_182_R_EN_LG.png
Jolteon V;Basic;Lightning;190;;;;C;Thunder Spear;;This attack does 20 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);LCC;Pin Missile ;60×;Flip 4 coins. This attack does 60 damage for each heads.;Fighting;;0;PR-SW;183;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_183_R_EN_LG.png
Jolteon VMAX;VMAX;Lightning;300;Jolteon V;;;LC;Max Thunder Rumble ;100;This attack also does 100 damage to 1 of your opponent's Benched Pokémon that has any damage counters on it. (Don't apply Weakness and Resistance for Benched Pokémon.);;;;;Fighting;;0;PR-SW;184;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_184_R_EN_LG.png
Moltres;Basic;Fire;120;;;;R;Inferno Wings ;20+;If this Pokémon has any damage counters on it, this attack does 70 more damage. This attack's damage isn't affected by Weakness.;;;;;Water;;1;PR-SW;185;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_185_R_EN_LG.png
Lucario;Stage 1;Fighting;120;Riolu;Roaring Resolve;Once during your turn, you may put 2 damage counters on this Pokémon. If you do, search your deck for a [F] Energy card and attach it to this Pokémon. Then, shuffle your deck.;FF;Aura Sphere Volley ;10+;Discard all [F] Energy from this Pokémon. This attack does 60 more damage for each card you discarded in this way.;;;;;Psychic;;2;PR-SW;186;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_186_R_EN_LG.png
Liepard;Stage 1;Darkness;100;Purrloin;Trade;You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.;CC;Slash ;60;;;;;;Grass;;1;PR-SW;187;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_187_R_EN_LG.png
Bibarel;Stage 1;Colorless;120;Bidoof;Industrious Incisors;Once during your turn, you may draw cards until you have 5 cards in your hand.;CCC;Tail Smash ;100;Flip a coin. If tails, this attack does nothing.;;;;;Fighting;;2;PR-SW;188;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_188_R_EN_LG.png
Flapple;Stage 1;Dragon;80;Applin;;;R;Flight Up;;Attach up to 3 basic Energy cards from your discard pile to 1 of your Benched Pokémon.;GR;Corrosive Acid ;70;Your opponent's Active Pokémon is now Burned.;;;1;PR-SW;189;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_189_R_EN_LG.png
Eevee;Basic;Colorless;60;;;;C;Be Prepared;;Attach a basic Energy card from your hand to this Pokémon.;CCC;Bite ;30;;Fighting;;1;PR-SW;190;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_190_R_EN_LG.png
Leafeon;Stage 1;Grass;110;Eevee;;;G;Leaf Guard ;30;During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).;GC;Grass Knot ;50+;This attack does 30 more damage for each [C] in your opponent's Active Pokémon's Retreat Cost.;Fire;;1;PR-SW;191;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_191_R_EN_LG.png
Glaceon;Stage 1;Water;110;Eevee;;;W;Hail;;This attack does 20 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);WCC;Frosty Typhoon ;120;During your next turn, this Pokémon can't use Frosty Typhoon.;Metal;;1;PR-SW;192;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_192_R_EN_LG.png
Leafeon V;Basic;Grass;210;;;;G;Leaf Guard ;30;During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).;GGC;Slashing Strike ;180;During your next turn, this Pokémon can't use Slashing Strike.;Fire;;2;PR-SW;194;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_194_R_EN_LG.png
Leafeon VSTAR;VSTAR;Grass;260;Leafeon V;Ivy Star;During your turn, you may switch 1 of your opponent's Benched Pokémon with their Active Pokémon. (You can't use more than 1 VSTAR Power in a game.);GGC;Leaf Guard ;180;During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).;;;;;Fire;;2;PR-SW;195;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_195_R_EN_LG.png
Glaceon V;Basic;Water;210;;;;W;Frost Charge ;30;Search your deck for a [W] Energy card and attach it to this Pokémon. Then, shuffle your deck.;WWC;Freezing Wind ;130;;Metal;;2;PR-SW;196;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_196_R_EN_LG.png
Glaceon VSTAR;VSTAR;Water;260;Glaceon V;;;WWC;Icicle Shot ;180;During your opponent's next turn, the Defending Pokémon can't retreat.;WWC;Crystal Star ;220;During your opponent's next turn, prevent all damage from and effects of attacks done to this Pokémon. (You can't use more than 1 VSTAR Power in a game.);Metal;;2;PR-SW;197;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_197_R_EN_LG.png
Pikachu V;Basic;Lightning;190;;;;LLC;Lightning Blast ;100+;You may discard all [L] Energy from this Pokémon. If you do, this attack does 120 more damage.;;;;;Fighting;;1;PR-SW;198;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_198_R_EN_LG.png
Lycanroc V;Basic;Fighting;200;;;;F;Rock Throw ;40;;FFC;Crashing Fangs ;200;During your next turn, this Pokémon can't attack.;Grass;;1;PR-SW;199;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_199_R_EN_LG.png
Corviknight V;Basic;Metal;210;;;;M;Clutch ;30;During your opponent's next turn, the Defending Pokémon can't retreat.;MMC;Sky Hurricane ;190;During your next turn, this Pokémon can't use Sky Hurricane.;Fire;Grass;1;PR-SW;200;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_200_R_EN_LG.png
Espeon V;Basic;Psychic;200;;;;P;Zen Shot;;This attack does 60 damage to 1 of your opponent's Pokémon V. (Don't apply Weakness and Resistance for Benched Pokémon.);PCC;Super Psy Bolt ;120;;Darkness;Fighting;1;PR-SW;201;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_201_R_EN_LG.png
Sylveon V;Basic;Psychic;200;;Dream Gift;Once during your turn, you may search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck. If you use this Ability, your turn ends.;CC;Magical Shot ;60;;;;;;Metal;;1;PR-SW;202;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_202_R_EN_LG.png
Umbreon V;Basic;Darkness;200;;;;D;Mean Look ;30;During your opponent's next turn, the Defending Pokémon can't retreat.;DCC;Moonlight Blade ;80+;If this Pokémon has any damage counters on it, this attack does 80 more damage.;Grass;;2;PR-SW;203;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_203_R_EN_LG.png
Arceus V;Basic;Colorless;220;;;;CC;Trinity Charge;;Search your deck for up to 3 basic Energy cards and attach them to your Pokémon V in any way you like. Then, shuffle your deck.;CCC;Power Edge ;130;;Fighting;;2;PR-SW;204;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_204_R_EN_LG.png
Hisuian Basculegion;Stage 1;Water;120;Hisuian Basculin;;;W;Grudge Dive ;30+;If any of your Pokémon were Knocked Out by damage from an attack from your opponent's Pokémon during their last turn, this attack does 90 more damage, and your opponent's Active Pokémon is now Confused.;WCC;Jet Headbutt ;80;;Lightning;;2;PR-SW;205;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_205_R_EN_LG.png
Wyrdeer;Stage 1;Psychic;140;Stantler;Hurried Gait;Once during your turn, you may draw a card.;CC;Extrasensory ;40+;If you have the same number of cards in your hand as your opponent, this attack does 80 more damage.;;;;;Darkness;Fighting;2;PR-SW;206;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_206_R_EN_LG.png
Hisuian Samurott;Stage 2;Darkness;170;Dewott;Wily Stance;You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 3 cards.;DCC;Dark Mastery ;60+;This attack does 20 more damage for each Energy attached to all of your Pokémon.;;;;;Grass;;2;PR-SW;207;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_207_R_EN_LG.png
Magnezone;Stage 2;Metal;150;Magneton;Giga Magnet;Once during your turn, you may look at the top 6 cards of your deck and attach any number of [M] Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck.;MCC;Power Beam ;120;;;;;;Fire;Grass;2;PR-SW;208;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_208_R_EN_LG.png
Toxel;Basic;Lightning;60;;;;C;Growl;;During your opponent's next turn, the Defending Pokémon's attacks do 30 less damage (before applying Weakness and Resistance).;L;Tiny Bolt ;10;;Fighting;;1;PR-SW;209;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_209_R_EN_LG.png
Oricorio;Basic;Psychic;90;;;;C;Mixed Call;;Search your deck for a Pokémon and a Supporter card, reveal them, and put them into your hand. Then, shuffle your deck.;PCC;Razor Wing ;80;;Darkness;Fighting;1;PR-SW;210;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_210_R_EN_LG.png
Sylveon;Stage 1;Psychic;110;Eevee;;;P;Time Out Kick ;30;You may put an Energy attached to your opponent's Active Pokémon into their hand.;PCC;Symphony Whip ;70+;If you played a Supporter card from your hand during this turn, this attack does 70 more damage.;Metal;;1;PR-SW;211;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_211_R_EN_LG.png
Eevee;Basic;Colorless;60;;;;C;Be Prepared;;Attach a basic Energy card from your hand to this Pokémon.;CCC;Bite ;30;;Fighting;;1;PR-SW;212;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_212_R_EN_LG.png
Lucario V;Basic;Fighting;210;;;;CC;Crushing Punch ;50;Discard a Special Energy from your opponent's Active Pokémon.;FCC;Cyclone Kick ;120;;Psychic;;2;PR-SW;213;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_213_R_EN_LG.png
Lucario VSTAR;VSTAR;Fighting;270;Lucario V;;;FCC;Fighting Knuckle ;120+;If your opponent's Active Pokémon is a Pokémon V, this attack does 120 more damage.;FC;Aura Star ;70×;This attack does 70 damage for each Energy attached to all of your opponent's Pokémon. (You can't use more than 1 VSTAR Power in a game.);Psychic;;2;PR-SW;214;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_214_R_EN_LG.png
Morpeko V-UNION;V-UNION;Lightning;310;;;;C;Union Gain;;Attach up to 2 [L] Energy cards from your discard pile to this Pokémon.;;;;;Fighting;;2;PR-SW;215;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_215_R_EN_LG.png
Morpeko V-UNION;V-UNION;Lightning;310;;;;CC;All You Can Eat;;Draw cards until you have 10 cards in your hand.;;;;;Fighting;;2;PR-SW;216;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_216_R_EN_LG.png
Morpeko V-UNION;V-UNION;Lightning;310;;;;LCC;Burst Wheel ;100×;Discard all Energy from this Pokémon. This attack does 100 damage for each card you discarded in this way.;;;;;Fighting;;2;PR-SW;217;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_217_R_EN_LG.png
Morpeko V-UNION;V-UNION;Lightning;310;;;;LCC;Electric Ball ;160;;;;;;Fighting;;2;PR-SW;218;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_218_R_EN_LG.png
Boltund V;Basic;Lightning;200;;;;L;Smash Turn ;30;You may switch this Pokémon with 1 of your Benched Pokémon.;LLC;Electrobullet ;120;This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);Fighting;;1;PR-SW;219;E;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_219_R_EN_LG.png
Rowlet;Basic;Grass;60;;;;C;Jump On ;10+;Flip a coin. If heads, this attack does 10 more damage.;;;;;Fire;;1;PR-SW;220;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_220_R_EN_LG.png
Cyndaquil;Basic;Fire;60;;;;C;Charge Energy;;Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.;C;Live Coal ;10;;Water;;1;PR-SW;221;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_221_R_EN_LG.png
Oshawott;Basic;Water;70;;;;C;Beat ;10;;;;;;Lightning;;1;PR-SW;222;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_222_R_EN_LG.png
Mewtwo V;Basic;Psychic;220;;;;PC;Super Psy Bolt ;50;;PPC;Transfer Break ;160;Move an Energy from this Pokémon to 1 of your Benched Pokémon.;Darkness;Fighting;2;PR-SW;223;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_223_R_EN_LG.png
Melmetal V;Basic;Metal;220;;;;MM;Arm Charge ;50;You may attach a [M] Energy card from your hand to this Pokémon.;MMM;Mega Punch ;140;;Fire;Grass;3;PR-SW;224;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_224_R_EN_LG.png
Alolan Exeggutor V;Basic;Grass;240;;;;G;Growing Tall;;Flip a coin. If heads, search your deck for up to 5 [G] Energy cards and attach them to your Pokémon in any way you like. Then, shuffle your deck.;CCC;Head Swing;;This attack does 30 damage to 1 of your opponent's Pokémon for each [G] Energy attached to this Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.);Fire;;3;PR-SW;225;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_225_R_EN_LG.png
Spark;Trainer - Supporter;;;;;Draw 2 cards. If you drew any cards in this way, flip a coin. If heads, attach a [L] Energy card from your discard pile to 1 of your Benched Pokémon.;;;;;;;;;;;;PR-SW;226;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_226_R_EN_LG.png
Blanche;Trainer - Supporter;;;;;Draw 2 cards. If you drew any cards in this way, flip a coin. If heads, attach a [W] Energy card from your discard pile to 1 of your Benched Pokémon.;;;;;;;;;;;;PR-SW;227;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_227_R_EN_LG.png
Candela;Trainer - Supporter;;;;;Draw 2 cards. If you drew any cards in this way, flip a coin. If heads, attach a [R] Energy card from your discard pile to 1 of your Benched Pokémon.;;;;;;;;;;;;PR-SW;228;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_228_R_EN_LG.png
Mewtwo V;Basic;Psychic;220;;;;PC;Super Psy Bolt ;50;;PPC;Transfer Break ;160;Move an Energy from this Pokémon to 1 of your Benched Pokémon.;Darkness;Fighting;2;PR-SW;229;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_229_R_EN_LG.png
Radiant Eevee;Basic;Colorless;90;;;;C;Twinkle Gathering;;Search your deck for a number of cards up to the number of different types of Pokémon you have in play and put them into your hand. Then, shuffle your deck.;CCC;Boost Dash ;50;;Fighting;;1;PR-SW;230;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_230_R_EN_LG.png
Bulbasaur;Basic;Grass;70;;;;G;Vine Whip ;10;;GC;Razor Leaf ;20;;Fire;;2;PR-SW;231;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_231_R_EN_LG.png
Charmander;Basic;Fire;60;;;;R;Tail on Fire ;10;Search your deck for a [R] Energy card and attach it to this Pokémon. Then, shuffle your deck.;;;;;Water;;1;PR-SW;232;F;Sword & Shield Promos (SP);https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SP/SP_232_R_EN_LG.png
